Circuit delay: 2230.00216ps
AND-U8726: 264.73483 ps
AND-U8727: 465.85540 ps
AND-U8728: 327.47613 ps
OR-U8729: 275.23799 ps
NOT-U8730: 640.10533 ps
OR-U8731: 391.26308 ps
NAND-U8732: 264.73483 ps
NAND-U8733: 223.00022 ps
NOT-U8734: 637.68442 ps
OR-U8735: 308.34133 ps
NAND-U8736: 308.11592 ps
NAND-U8737: 438.80802 ps
NAND-U8738: 392.93850 ps
NAND-U8739: 403.80188 ps
NAND-U8740: 257.55490 ps
NOT-U8741: 257.55490 ps
AND-U8742: 420.47171 ps
AND-U8743: 430.46922 ps
NAND-U8744: 553.26142 ps
NOT-U8745: 632.02486 ps
NOT-U8746: 223.00022 ps
NOT-U8747: 630.97594 ps
AND-U8748: 465.22456 ps
NAND-U8749: 465.22456 ps
NAND-U8750: 496.01836 ps
NAND-U8751: 517.11772 ps
NOT-U8752: 631.73983 ps
AND-U8753: 443.04074 ps
NAND-U8754: 450.75907 ps
NAND-U8755: 489.67919 ps
NAND-U8756: 463.50717 ps
NAND-U8757: 443.04074 ps
AND-U8758: 420.47171 ps
NAND-U8759: 450.75907 ps
NAND-U8760: 245.60421 ps
NOR-U8761: 692.04069 ps
NAND-U8762: 266.85829 ps
NAND-U8763: 289.71551 ps
NOT-U8764: 721.39866 ps
AND-U8765: 467.54051 ps
NAND-U8766: 409.65333 ps
OR-U8767: 518.56363 ps
AND-U8768: 367.12449 ps
NAND-U8769: 389.14541 ps
OR-U8770: 952.26352 ps
OR-U8771: 324.49865 ps
OR-U8772: 883.11260 ps
OR-U8773: 354.30906 ps
NAND-U8774: 430.81958 ps
OR-U8775: 539.72989 ps
NAND-U8776: 414.03163 ps
OR-U8777: 522.94193 ps
NAND-U8778: 316.70833 ps
OR-U8779: 430.90717 ps
AND-U8780: 326.79974 ps
OR-U8781: 948.95952 ps
OR-U8782: 971.29952 ps
AND-U8783: 734.24691 ps
NAND-U8784: 245.60421 ps
AND-U8785: 223.00022 ps
AND-U8786: 927.56349 ps
NAND-U8787: 928.28849 ps
NAND-U8788: 242.99629 ps
NAND-U8789: 278.61135 ps
NAND-U8790: 570.42525 ps
NOT-U8791: 570.42525 ps
NAND-U8792: 876.82928 ps
NAND-U8793: 245.03165 ps
AND-U8794: 223.00022 ps
AND-U8795: 253.32156 ps
NOT-U8796: 568.67403 ps
NOT-U8797: 1001.00080 ps
NAND-U8798: 1215.87723 ps
NOT-U8799: 1352.13100 ps
NAND-U8800: 242.99629 ps
NAND-U8801: 305.52388 ps
NAND-U8802: 247.12446 ps
NAND-U8803: 331.08193 ps
NAND-U8804: 380.10905 ps
NOT-U8805: 380.10905 ps
NAND-U8806: 380.10905 ps
NAND-U8807: 404.07094 ps
NAND-U8808: 278.82905 ps
NAND-U8809: 380.59384 ps
NAND-U8810: 381.36173 ps
NAND-U8811: 242.99629 ps
OR-U8812: 266.05901 ps
NAND-U8813: 348.35642 ps
NAND-U8814: 226.01305 ps
NAND-U8815: 226.01305 ps
NAND-U8816: 226.01305 ps
NAND-U8817: 226.01305 ps
NAND-U8818: 226.01305 ps
NAND-U8819: 247.12446 ps
NAND-U8820: 494.88491 ps
OR-U8821: 226.01305 ps
NAND-U8822: 379.55974 ps
AND-U8823: 428.83407 ps
NOT-U8824: 317.69043 ps
NAND-U8825: 289.19885 ps
NAND-U8826: 573.32353 ps
NOT-U8827: 536.92574 ps
NAND-U8828: 498.40028 ps
NAND-U8829: 525.52564 ps
NAND-U8830: 498.40028 ps
NAND-U8831: 247.12446 ps
NAND-U8832: 299.19288 ps
NAND-U8833: 488.60233 ps
NOT-U8834: 226.01305 ps
NAND-U8835: 856.61606 ps
AND-U8836: 282.28596 ps
NAND-U8837: 342.43803 ps
NAND-U8838: 630.55247 ps
NAND-U8839: 647.09396 ps
NAND-U8840: 342.43803 ps
NOT-U8841: 223.00022 ps
NOT-U8842: 1084.45800 ps
NOT-U8843: 1098.49505 ps
NAND-U8844: 508.17695 ps
NAND-U8845: 508.17695 ps
NAND-U8846: 525.10245 ps
NAND-U8847: 1240.59988 ps
NAND-U8848: 952.40207 ps
NOT-U8849: 555.43645 ps
AND-U8850: 539.73072 ps
AND-U8851: 460.13944 ps
NAND-U8852: 587.11951 ps
NAND-U8853: 539.73072 ps
NAND-U8854: 555.86522 ps
NOR-U8855: 962.38365 ps
NOT-U8856: 555.86522 ps
AND-U8857: 325.74127 ps
NOT-U8858: 898.88531 ps
NAND-U8859: 251.49866 ps
NOT-U8860: 262.11855 ps
NOT-U8861: 283.12425 ps
NAND-U8862: 252.80863 ps
NAND-U8863: 1144.61336 ps
NAND-U8864: 737.62126 ps
NAND-U8865: 777.16088 ps
NAND-U8866: 824.86103 ps
NAND-U8867: 449.68794 ps
NAND-U8868: 289.71551 ps
NAND-U8869: 622.19369 ps
NOT-U8870: 729.39890 ps
NOT-U8871: 737.62126 ps
NAND-U8872: 692.04069 ps
NAND-U8873: 245.60421 ps
NAND-U8874: 264.73483 ps
NAND-U8875: 640.08018 ps
NAND-U8876: 698.72540 ps
NAND-U8877: 622.19369 ps
OR-U8878: 252.80863 ps
AND-U8879: 236.70027 ps
NAND-U8880: 735.99787 ps
NAND-U8881: 289.71551 ps
NAND-U8882: 735.99787 ps
NOT-U8883: 673.55420 ps
NAND-U8884: 828.35498 ps
NOT-U8885: 605.58229 ps
NAND-U8886: 660.23739 ps
NAND-U8887: 837.47410 ps
NAND-U8888: 405.22919 ps
NAND-U8889: 407.32958 ps
NAND-U8890: 469.11300 ps
OR-U8891: 308.11592 ps
NAND-U8892: 308.11592 ps
AND-U8893: 338.83994 ps
NAND-U8894: 1001.00080 ps
NAND-U8895: 1319.65197 ps
NAND-U8896: 1001.00080 ps
NAND-U8897: 289.71551 ps
NAND-U8898: 467.54051 ps
NAND-U8899: 467.54051 ps
NAND-U8900: 486.04485 ps
NAND-U8901: 292.11303 ps
NOT-U8902: 470.08519 ps
NAND-U8903: 223.00022 ps
NAND-U8904: 524.99016 ps
AND-U8905: 237.32131 ps
OR-U8906: 470.08519 ps
AND-U8907: 223.00022 ps
OR-U8908: 268.23175 ps
AND-U8909: 501.06001 ps
NOT-U8910: 1127.87587 ps
NAND-U8911: 236.70027 ps
NAND-U8912: 1134.83672 ps
NOT-U8913: 1119.20117 ps
NAND-U8914: 1119.20117 ps
NAND-U8915: 1152.09555 ps
NAND-U8916: 1233.22675 ps
OR-U8917: 240.85105 ps
NAND-U8918: 223.00022 ps
AND-U8919: 378.61747 ps
NAND-U8920: 378.61747 ps
NAND-U8921: 421.10283 ps
NOT-U8922: 378.61747 ps
OR-U8923: 283.12425 ps
NOT-U8924: 312.24305 ps
NAND-U8925: 336.76809 ps
NAND-U8926: 577.09910 ps
NAND-U8927: 336.76809 ps
NAND-U8928: 370.83539 ps
NAND-U8929: 641.58885 ps
NAND-U8930: 615.94608 ps
NAND-U8931: 630.74972 ps
NAND-U8932: 615.94608 ps
NOT-U8933: 615.94608 ps
OR-U8934: 354.20462 ps
NAND-U8935: 336.76809 ps
NOT-U8936: 618.37114 ps
NAND-U8937: 403.55894 ps
AND-U8938: 403.55894 ps
OR-U8939: 570.87152 ps
NAND-U8940: 424.32121 ps
NAND-U8941: 679.21794 ps
NAND-U8942: 936.63690 ps
NAND-U8943: 815.41140 ps
NAND-U8944: 755.50069 ps
NAND-U8945: 253.32156 ps
AND-U8946: 354.20462 ps
NAND-U8947: 652.20283 ps
NAND-U8948: 326.79974 ps
NAND-U8949: 366.56183 ps
NOT-U8950: 601.15570 ps
AND-U8951: 242.99629 ps
NAND-U8952: 303.44286 ps
NAND-U8953: 592.11565 ps
OR-U8954: 601.15570 ps
NAND-U8955: 607.99578 ps
NOT-U8956: 626.20104 ps
NAND-U8957: 320.65702 ps
NAND-U8958: 1225.64707 ps
NAND-U8959: 467.63636 ps
NAND-U8960: 242.99629 ps
AND-U8961: 242.99629 ps
NAND-U8962: 289.52964 ps
NAND-U8963: 406.77997 ps
NAND-U8964: 385.21512 ps
NAND-U8965: 385.21512 ps
NAND-U8966: 385.35432 ps
NAND-U8967: 427.92254 ps
NAND-U8968: 385.21512 ps
NAND-U8969: 345.19756 ps
NAND-U8970: 325.66487 ps
NOT-U8971: 1211.13065 ps
NOT-U8972: 1212.04380 ps
NAND-U8973: 403.55894 ps
NAND-U8974: 348.35642 ps
NAND-U8975: 310.36120 ps
NAND-U8976: 310.36120 ps
AND-U8977: 349.07414 ps
OR-U8978: 325.69961 ps
AND-U8979: 325.69961 ps
NAND-U8980: 341.27837 ps
OR-U8981: 967.13178 ps
NOT-U8982: 967.13178 ps
OR-U8983: 325.69961 ps
OR-U8984: 1013.24016 ps
NAND-U8985: 395.23654 ps
OR-U8986: 226.01305 ps
AND-U8987: 226.01305 ps
NAND-U8988: 295.14588 ps
NAND-U8989: 226.01305 ps
NAND-U8990: 226.01305 ps
NAND-U8991: 414.79923 ps
NAND-U8992: 888.90489 ps
NAND-U8993: 237.32131 ps
AND-U8994: 342.43803 ps
OR-U8995: 367.12449 ps
NAND-U8996: 266.15846 ps
NAND-U8997: 308.11592 ps
NAND-U8998: 779.50613 ps
NAND-U8999: 536.33964 ps
NOT-U9000: 589.64235 ps
NOT-U9001: 712.85309 ps
OR-U9002: 532.72208 ps
NAND-U9003: 480.02038 ps
NOR-U9004: 913.67784 ps
NAND-U9005: 415.80098 ps
OR-U9006: 806.40311 ps
NOT-U9007: 449.68794 ps
NAND-U9008: 484.69311 ps
OR-U9009: 1833.94715 ps
OR-U9010: 1453.31868 ps
NAND-U9011: 2184.88959 ps
NAND-U9012: 1230.05179 ps
NAND-U9013: 452.13744 ps
AND-U9014: 223.00022 ps
NAND-U9015: 605.58229 ps
NAND-U9016: 223.00022 ps
NAND-U9017: 492.83372 ps
NAND-U9018: 515.34606 ps
NOT-U9019: 452.13744 ps
NOT-U9020: 1363.94027 ps
NOT-U9021: 421.10283 ps
NAND-U9022: 1196.67272 ps
NAND-U9023: 1129.63953 ps
AND-U9024: 378.61747 ps
AND-U9025: 408.90482 ps
NAND-U9026: 534.29954 ps
NAND-U9027: 411.37375 ps
NAND-U9028: 408.90482 ps
NOT-U9029: 589.86816 ps
NOT-U9030: 590.69126 ps
AND-U9031: 378.61747 ps
NAND-U9032: 408.90483 ps
NAND-U9033: 378.61747 ps
NAND-U9034: 399.09478 ps
NAND-U9035: 492.34757 ps
AND-U9036: 401.18650 ps
NAND-U9037: 401.18650 ps
NAND-U9038: 421.65293 ps
NAND-U9039: 447.82495 ps
AND-U9040: 388.61612 ps
NOT-U9041: 529.65425 ps
NAND-U9042: 453.62720 ps
NAND-U9043: 640.10533 ps
NAND-U9044: 226.01305 ps
NOR-U9045: 245.16557 ps
NOR-U9046: 326.23546 ps
NAND-U9047: 326.23546 ps
AND-U9048: 373.53693 ps
OR-U9049: 1429.95685 ps
AND-U9050: 315.08525 ps
NOR-U9051: 941.72426 ps
NAND-U9052: 941.72426 ps
AND-U9053: 270.80392 ps
AND-U9054: 315.08525 ps
AND-U9055: 302.59368 ps
NAND-U9056: 266.59716 ps
AND-U9057: 362.77276 ps
AND-U9058: 290.38885 ps
AND-U9059: 325.69961 ps
OR-U9060: 717.45052 ps
NAND-U9061: 288.76692 ps
OR-U9062: 307.03704 ps
NOT-U9063: 505.86886 ps
AND-U9064: 327.08790 ps
AND-U9065: 324.49865 ps
AND-U9066: 289.60529 ps
AND-U9067: 356.63171 ps
NAND-U9068: 372.53556 ps
AND-U9069: 322.78414 ps
NOT-U9070: 1119.37587 ps
AND-U9071: 226.01305 ps
NOT-U9072: 513.72913 ps
OR-U9073: 334.48359 ps
NOR-U9074: 846.70854 ps
NOR-U9075: 846.70854 ps
NOR-U9076: 846.70854 ps
NOR-U9077: 846.70854 ps
AND-U9078: 872.91644 ps
AND-U9079: 872.91644 ps
AND-U9080: 449.68794 ps
AND-U9081: 449.68794 ps
NOR-U9082: 449.68794 ps
NOT-U9083: 449.68794 ps
NOT-U9084: 549.47069 ps
AND-U9085: 577.12103 ps
OR-U9086: 1088.99079 ps
OR-U9087: 928.29357 ps
NAND-U9088: 273.94651 ps
NAND-U9089: 273.94651 ps
OR-U9090: 226.01305 ps
NAND-U9091: 226.01305 ps
AND-U9092: 227.98447 ps
AND-U9093: 449.68794 ps
AND-U9094: 493.41331 ps
AND-U9095: 493.41331 ps
AND-U9096: 493.41331 ps
AND-U9097: 493.41331 ps
AND-U9098: 312.24305 ps
NAND-U9099: 1510.74926 ps
OR-U9100: 1088.99079 ps
NOR-U9101: 243.05757 ps
NAND-U9102: 262.11855 ps
NOT-U9103: 445.75097 ps
NOT-U9104: 616.77625 ps
NOT-U9105: 446.56993 ps
NOT-U9106: 445.71535 ps
NOR-U9107: 292.20769 ps
NOR-U9108: 1424.61859 ps
AND-U9109: 451.96418 ps
NOT-U9110: 662.69078 ps
AND-U9111: 314.92285 ps
NAND-U9112: 282.33841 ps
OR-U9113: 333.77620 ps
NOT-U9114: 480.83749 ps
NAND-U9115: 387.15998 ps
NOT-U9116: 550.95528 ps
OR-U9117: 559.07434 ps
NOT-U9118: 559.07434 ps
AND-U9119: 279.90433 ps
OR-U9120: 279.90433 ps
NAND-U9121: 354.30906 ps
AND-U9122: 354.30906 ps
OR-U9123: 934.11560 ps
NAND-U9124: 420.69846 ps
OR-U9125: 1039.26192 ps
NAND-U9126: 354.64743 ps
OR-U9127: 380.05611 ps
AND-U9128: 303.44286 ps
AND-U9129: 223.00022 ps
AND-U9130: 258.63390 ps
OR-U9131: 922.42519 ps
NOT-U9132: 922.42519 ps
NAND-U9133: 443.00395 ps
NAND-U9134: 437.21482 ps
NOT-U9135: 760.00890 ps
OR-U9136: 928.29357 ps
NAND-U9137: 264.78654 ps
NOR-U9138: 441.55680 ps
OR-U9139: 351.75269 ps
NOR-U9140: 321.02438 ps
NAND-U9141: 321.02438 ps
AND-U9142: 240.85105 ps
AND-U9143: 302.88566 ps
AND-U9144: 306.98377 ps
OR-U9145: 306.98377 ps
OR-U9146: 308.18804 ps
OR-U9147: 308.18804 ps
OR-U9148: 278.82905 ps
OR-U9149: 375.50772 ps
OR-U9150: 305.28375 ps
AND-U9151: 283.11020 ps
NAND-U9152: 375.47531 ps
AND-U9153: 375.47531 ps
OR-U9154: 904.19100 ps
NOR-U9155: 333.74536 ps
AND-U9156: 362.43078 ps
NOT-U9157: 503.01879 ps
OR-U9158: 292.21588 ps
NAND-U9159: 341.71300 ps
OR-U9160: 485.85805 ps
AND-U9161: 298.60040 ps
NOR-U9162: 755.30807 ps
NOR-U9163: 755.30807 ps
NAND-U9164: 379.54623 ps
NOR-U9165: 797.78328 ps
AND-U9166: 895.89919 ps
AND-U9167: 889.63376 ps
NOR-U9168: 759.95918 ps
AND-U9169: 781.55192 ps
AND-U9170: 717.69776 ps
NOT-U9171: 896.79825 ps
AND-U9172: 548.06367 ps
NAND-U9173: 350.40725 ps
NOT-U9174: 663.51388 ps
AND-U9175: 588.71375 ps
OR-U9176: 1425.22546 ps
NOR-U9177: 319.69976 ps
NOR-U9178: 518.75462 ps
AND-U9179: 231.65247 ps
NOR-U9180: 267.80660 ps
NOR-U9181: 245.56925 ps
NOR-U9182: 266.03567 ps
NOR-U9183: 273.73499 ps
NOR-U9184: 253.28758 ps
NOR-U9185: 223.00022 ps
NOR-U9186: 243.47753 ps
AND-U9187: 336.73032 ps
NOR-U9188: 255.79722 ps
NOR-U9189: 253.32828 ps
NOR-U9190: 253.80283 ps
NOR-U9191: 231.65247 ps
NOR-U9192: 253.06035 ps
OR-U9193: 1420.60366 ps
AND-U9194: 556.77646 ps
AND-U9195: 586.36854 ps
NOT-U9196: 1705.41868 ps
NOT-U9197: 952.40207 ps
AND-U9198: 437.21482 ps
NOT-U9199: 744.47449 ps
AND-U9200: 666.85816 ps
AND-U9201: 226.01305 ps
OR-U9202: 1435.14777 ps
AND-U9203: 308.34133 ps
NOT-U9204: 498.27916 ps
AND-U9205: 415.80098 ps
OR-U9206: 392.53700 ps
AND-U9207: 1355.95644 ps
AND-U9208: 223.00022 ps
AND-U9209: 428.70638 ps
OR-U9210: 258.63390 ps
OR-U9211: 346.61524 ps
AND-U9212: 818.41683 ps
AND-U9213: 1827.48181 ps
AND-U9214: 466.38573 ps
OR-U9215: 683.93812 ps
NOT-U9216: 740.23891 ps
NAND-U9217: 344.55486 ps
OR-U9218: 356.28670 ps
NAND-U9219: 327.47613 ps
NAND-U9220: 327.47613 ps
OR-U9221: 465.85540 ps
NAND-U9222: 356.63171 ps
OR-U9223: 975.19517 ps
OR-U9224: 329.80389 ps
NOR-U9225: 308.11592 ps
NOT-U9226: 420.46399 ps
AND-U9227: 290.40180 ps
AND-U9228: 275.23799 ps
NOT-U9229: 624.26105 ps
NAND-U9230: 313.36691 ps
OR-U9231: 279.90433 ps
AND-U9232: 480.83749 ps
NAND-U9233: 377.71289 ps
OR-U9234: 969.32991 ps
NAND-U9235: 348.77866 ps
AND-U9236: 258.63390 ps
AND-U9237: 262.64685 ps
OR-U9238: 948.51337 ps
NOR-U9239: 1315.86681 ps
AND-U9240: 310.36120 ps
AND-U9241: 405.55703 ps
NOR-U9242: 1066.35685 ps
NOT-U9243: 1138.73299 ps
AND-U9244: 255.71177 ps
NOT-U9245: 858.17678 ps
OR-U9246: 503.75598 ps
OR-U9247: 276.32689 ps
AND-U9248: 223.00022 ps
OR-U9249: 263.30326 ps
NAND-U9250: 357.48943 ps
OR-U9251: 798.45827 ps
NAND-U9252: 333.74536 ps
OR-U9253: 959.06569 ps
AND-U9254: 334.48359 ps
OR-U9255: 726.22003 ps
AND-U9256: 575.78327 ps
AND-U9257: 279.90433 ps
AND-U9258: 250.33274 ps
OR-U9259: 278.82905 ps
NOR-U9260: 306.23355 ps
NOT-U9261: 577.13557 ps
NOT-U9262: 606.90056 ps
AND-U9263: 275.23799 ps
AND-U9264: 325.66487 ps
OR-U9265: 345.47759 ps
NAND-U9266: 301.10679 ps
NAND-U9267: 301.10679 ps
NOR-U9268: 1320.43237 ps
AND-U9269: 273.78047 ps
AND-U9270: 278.82905 ps
AND-U9271: 379.10119 ps
AND-U9272: 505.86886 ps
OR-U9273: 290.40180 ps
OR-U9274: 463.78699 ps
AND-U9275: 572.78303 ps
NOT-U9276: 962.38365 ps
NOR-U9277: 286.93831 ps
NAND-U9278: 295.14588 ps
NOT-U9279: 414.79923 ps
NAND-U9280: 317.69043 ps
NAND-U9281: 247.12446 ps
AND-U9282: 264.78654 ps
OR-U9283: 444.01243 ps
NOT-U9284: 768.03939 ps
AND-U9285: 308.96330 ps
OR-U9286: 1138.59638 ps
NOR-U9287: 1088.99079 ps
NOT-U9288: 1315.12356 ps
AND-U9289: 796.88988 ps
OR-U9290: 796.88988 ps
AND-U9291: 1314.32279 ps
OR-U9292: 1321.10963 ps
OR-U9293: 1310.31759 ps
AND-U9294: 746.71248 ps
AND-U9295: 744.57239 ps
NAND-U9296: 289.60529 ps
AND-U9297: 289.60529 ps
OR-U9298: 317.69043 ps
AND-U9299: 728.64823 ps
AND-U9300: 259.37154 ps
AND-U9301: 553.89127 ps
NOT-U9302: 946.62141 ps
NAND-U9303: 632.07371 ps
NAND-U9304: 1094.38783 ps
NAND-U9305: 1360.93315 ps
NAND-U9306: 922.42519 ps
NOT-U9307: 1589.44411 ps
NOT-U9308: 2240.98679 ps
NAND-U9309: 1856.71534 ps
NOT-U9310: 1555.88454 ps
NOT-U9311: 1895.83209 ps
NOT-U9312: 1248.06484 ps
NAND-U9313: 1240.21672 ps
NAND-U9314: 1230.06800 ps
NOT-U9315: 1245.04374 ps
NOT-U9316: 1209.07370 ps
OR-U9317: 1209.07370 ps
NOT-U9318: 1423.48508 ps
NAND-U9319: 1713.70911 ps
NAND-U9320: 2129.91869 ps
NAND-U9321: 2128.92778 ps
NAND-U9322: 1018.02263 ps
OR-U9323: 2157.11655 ps
NAND-U9324: 885.90883 ps
NAND-U9325: 1057.88391 ps
NOT-U9326: 834.85072 ps
NAND-U9327: 879.05362 ps
NAND-U9328: 879.05362 ps
NAND-U9329: 895.41485 ps
NAND-U9330: 2291.06321 ps
NAND-U9331: 767.87939 ps
NAND-U9332: 944.05255 ps
NOT-U9333: 1470.97083 ps
OR-U9334: 1352.13100 ps
NOT-U9335: 1892.00219 ps
NAND-U9336: 1361.10884 ps
AND-U9337: 872.91644 ps
AND-U9338: 872.91644 ps
NOT-U9339: 1840.69933 ps
NAND-U9340: 1240.66723 ps
NAND-U9341: 900.36678 ps
NAND-U9342: 988.76701 ps
NAND-U9343: 988.76701 ps
NAND-U9344: 988.76701 ps
NAND-U9345: 988.76701 ps
NAND-U9346: 988.76701 ps
NAND-U9347: 988.76701 ps
NAND-U9348: 988.76701 ps
NAND-U9349: 988.76701 ps
NAND-U9350: 1687.62454 ps
NAND-U9351: 1417.39178 ps
NAND-U9352: 825.33571 ps
NAND-U9353: 764.84839 ps
NAND-U9354: 1429.77175 ps
NAND-U9355: 740.23891 ps
NOT-U9356: 1635.78296 ps
NAND-U9357: 1635.78296 ps
NAND-U9358: 868.61197 ps
NAND-U9359: 734.24691 ps
NAND-U9360: 886.03717 ps
NAND-U9361: 868.61197 ps
NAND-U9362: 886.03717 ps
NOT-U9363: 1044.65141 ps
NOT-U9364: 974.57646 ps
NAND-U9365: 794.01882 ps
NOT-U9366: 1473.47638 ps
NAND-U9367: 729.39890 ps
NAND-U9368: 728.64823 ps
NAND-U9369: 1124.12680 ps
NAND-U9370: 692.92110 ps
NAND-U9371: 769.20370 ps
NAND-U9372: 1120.21252 ps
NAND-U9373: 1866.07858 ps
NOT-U9374: 2015.41334 ps
NOT-U9375: 1772.45288 ps
NAND-U9376: 734.24691 ps
NOT-U9377: 1957.04081 ps
NOT-U9378: 2041.44818 ps
NOT-U9379: 1947.98368 ps
NOT-U9380: 1941.10581 ps
NOT-U9381: 2000.08456 ps
NOT-U9382: 1955.97613 ps
NOT-U9383: 1929.31208 ps
NOT-U9384: 1986.57597 ps
NOT-U9385: 1791.40003 ps
NAND-U9386: 1010.39863 ps
NAND-U9387: 794.01882 ps
NAND-U9388: 1354.09420 ps
NAND-U9389: 1288.77253 ps
NAND-U9390: 1282.14920 ps
NAND-U9391: 1051.59929 ps
NAND-U9392: 1048.57690 ps
NAND-U9393: 1048.51879 ps
NAND-U9394: 1055.13879 ps
NAND-U9395: 1037.07944 ps
NAND-U9396: 1037.07944 ps
NAND-U9397: 1037.07944 ps
NAND-U9398: 1008.77035 ps
NAND-U9399: 980.74022 ps
NAND-U9400: 952.71257 ps
NAND-U9401: 924.68491 ps
NAND-U9402: 896.65721 ps
NAND-U9403: 868.61902 ps
NAND-U9404: 824.20651 ps
NAND-U9405: 1048.57690 ps
NAND-U9406: 1121.88248 ps
NAND-U9407: 1124.88106 ps
NAND-U9408: 1189.12060 ps
NAND-U9409: 1148.45365 ps
NAND-U9410: 1234.47494 ps
NAND-U9411: 1193.81432 ps
NAND-U9412: 1269.36136 ps
NAND-U9413: 1236.40450 ps
NAND-U9414: 1169.77461 ps
NAND-U9415: 1378.97057 ps
NAND-U9416: 1322.20019 ps
NAND-U9417: 624.26105 ps
NAND-U9418: 936.63690 ps
NAND-U9419: 968.02576 ps
NAND-U9420: 865.17594 ps
NAND-U9421: 803.89596 ps
NAND-U9422: 808.12266 ps
NAND-U9423: 1010.39863 ps
AND-U9424: 2147.59051 ps
NAND-U9425: 895.42447 ps
NAND-U9426: 1516.98776 ps
NAND-U9427: 1361.10884 ps
NAND-U9428: 989.94203 ps
AND-U9429: 1169.77461 ps
NAND-U9430: 1043.70364 ps
NAND-U9431: 1043.70364 ps
NAND-U9432: 1043.70364 ps
NAND-U9433: 1043.70364 ps
NAND-U9434: 1043.70364 ps
NAND-U9435: 1043.70364 ps
NAND-U9436: 1043.70364 ps
NAND-U9437: 1043.70364 ps
NAND-U9438: 1043.70364 ps
NAND-U9439: 1043.70364 ps
NAND-U9440: 1043.70364 ps
NAND-U9441: 1043.70364 ps
NAND-U9442: 1043.70364 ps
NAND-U9443: 1043.70364 ps
NAND-U9444: 1043.70364 ps
NAND-U9445: 1043.70364 ps
NAND-U9446: 1043.70364 ps
NAND-U9447: 1043.70364 ps
NAND-U9448: 1043.70364 ps
NAND-U9449: 1043.70364 ps
NAND-U9450: 1043.70364 ps
NAND-U9451: 1043.70364 ps
NAND-U9452: 1043.70364 ps
NAND-U9453: 1043.70364 ps
NAND-U9454: 1043.70364 ps
NAND-U9455: 1043.70364 ps
NAND-U9456: 1043.70364 ps
NAND-U9457: 1043.70364 ps
NAND-U9458: 1043.70364 ps
NAND-U9459: 1043.70364 ps
NAND-U9460: 1043.70364 ps
NAND-U9461: 1020.58877 ps
NAND-U9462: 846.70854 ps
NAND-U9463: 1467.15969 ps
AND-U9464: 1418.80907 ps
AND-U9465: 1385.06293 ps
AND-U9466: 1478.90343 ps
AND-U9467: 1492.67885 ps
AND-U9468: 870.87501 ps
AND-U9469: 844.58748 ps
NAND-U9470: 1346.99296 ps
NOT-U9471: 2254.27697 ps
NOT-U9472: 1016.59128 ps
NAND-U9473: 582.37659 ps
NAND-U9474: 479.81792 ps
NOT-U9475: 1473.47638 ps
NOT-U9476: 1473.47638 ps
NOT-U9477: 1473.47638 ps
NAND-U9478: 359.28054 ps
NAND-U9479: 345.26552 ps
NAND-U9480: 353.35353 ps
NAND-U9481: 284.75557 ps
NAND-U9482: 282.28596 ps
AND-U9483: 226.01305 ps
NAND-U9484: 582.37659 ps
NAND-U9485: 479.81792 ps
NAND-U9486: 359.28054 ps
NAND-U9487: 345.26552 ps
NAND-U9488: 282.28596 ps
AND-U9489: 226.01305 ps
AND-U9490: 280.12405 ps
NAND-U9491: 958.28526 ps
NAND-U9492: 1029.32063 ps
NAND-U9493: 582.37659 ps
NAND-U9494: 479.81792 ps
NAND-U9495: 402.89579 ps
NAND-U9496: 433.23427 ps
NAND-U9497: 425.40445 ps
NAND-U9498: 356.03062 ps
NAND-U9499: 344.55107 ps
NAND-U9500: 359.28054 ps
NAND-U9501: 345.26552 ps
NAND-U9502: 353.35353 ps
NAND-U9503: 292.23722 ps
NAND-U9504: 287.84562 ps
NAND-U9505: 284.75557 ps
NAND-U9506: 284.72989 ps
NAND-U9507: 274.10454 ps
NAND-U9508: 300.54508 ps
NAND-U9509: 282.28596 ps
NAND-U9510: 302.74429 ps
AND-U9511: 226.01305 ps
AND-U9512: 280.12405 ps
NOT-U9513: 922.42519 ps
NAND-U9514: 437.89673 ps
NAND-U9515: 262.68044 ps
NAND-U9516: 271.03684 ps
NAND-U9517: 578.00277 ps
NAND-U9518: 536.79214 ps
NAND-U9519: 464.71218 ps
NAND-U9520: 427.11850 ps
NAND-U9521: 402.99544 ps
NAND-U9522: 395.79065 ps
NAND-U9523: 357.23453 ps
NAND-U9524: 311.02663 ps
NAND-U9525: 344.91714 ps
NAND-U9526: 362.60393 ps
NAND-U9527: 352.74414 ps
NAND-U9528: 339.62589 ps
NAND-U9529: 343.52750 ps
NAND-U9530: 319.96329 ps
NAND-U9531: 286.94404 ps
NAND-U9532: 357.44562 ps
NAND-U9533: 2239.68035 ps
NAND-U9534: 721.87425 ps
AND-U9535: 226.01305 ps
NAND-U9536: 420.46399 ps
NAND-U9537: 420.46399 ps
NAND-U9538: 420.46399 ps
NAND-U9539: 420.46399 ps
NAND-U9540: 420.46399 ps
NAND-U9541: 420.46399 ps
NAND-U9542: 420.46399 ps
NAND-U9543: 420.46399 ps
NAND-U9544: 426.52019 ps
NAND-U9545: 426.52019 ps
NAND-U9546: 426.52019 ps
NAND-U9547: 426.52019 ps
NAND-U9548: 426.52019 ps
NAND-U9549: 426.52019 ps
NAND-U9550: 426.52019 ps
NAND-U9551: 426.52019 ps
